"gene_id","gene_name","n_isoforms","n_switching_isoforms","n_novel_isoforms","min_isoform_switch_q","min_gene_switch_q","max_abs_dif_all_isoforms","max_abs_dif_switching","novel_involved"
"XLOC_001335","PTGFRN",3,0,0,0.938897714243193,0.938897714243193,0.154366666666667,,FALSE
"XLOC_001337","TTF2",19,0,12,0.0081842394809972,0.0081842394809972,0.2005,,FALSE
"XLOC_001341","MAN1A2",6,0,2,0.41377854124817,0.41377854124817,0.1839,,FALSE
"XLOC_001345","WDR3",16,0,13,0.80004078426899,0.80004078426899,0.0554333333333333,,FALSE
"XLOC_001349","WARS2-AS1",10,0,0,0.917969064787379,0.917969064787379,0.1802,,FALSE
"XLOC_001360","PHGDH",6,0,1,0.0953904402957297,0.0953904402957297,0.0391666666666667,,FALSE
"XLOC_001372","LINC00623",6,0,2,0.124926490295945,0.124926490295945,0.2444,,FALSE
"XLOC_001375","FCGR1B",13,0,4,0.98790349407665,0.98790349407665,0.112466666666667,,FALSE
"XLOC_001377","SRGAP2C",12,0,5,0.680235451157292,0.680235451157292,0.183166666666667,,FALSE
"XLOC_001409","FAM72D",2,0,1,0.598957921427118,0.598957921427118,0.154833333333333,,FALSE
"XLOC_001420","GPR89A",14,0,5,0.779719936560831,0.779719936560831,0.164233333333333,,FALSE
"XLOC_001422","POLR3C",30,0,27,0.453627516688685,0.453627516688685,0.0713666666666667,,FALSE
"XLOC_001423","NUDT17",5,0,2,0.921055625699424,0.921055625699424,0.0857,,FALSE
"XLOC_001426","LIX1L-AS1",13,0,4,0.916771166092947,0.916771166092947,0.0319,,FALSE
"XLOC_001441","PDIA3P1",56,0,28,0.144263634027975,0.144263634027975,0.0579,,FALSE
"XLOC_001455","GPR89B",8,0,1,0.984652587825055,0.984652587825055,0.0566333333333333,,FALSE
"XLOC_001476","PDE4DIP",68,0,18,0.0228451896830353,0.0228451896830353,0.0351333333333333,,FALSE
"XLOC_001478","XLOC_001478",8,0,0,0.999467277443621,0.999467277443621,0.1805,,FALSE
"XLOC_001482","NOTCH2NLC",17,0,8,0.065823232011604,0.065823232011604,0.0413,,FALSE
"XLOC_001484","LINC00869",17,0,0,0.163778294300473,0.163778294300473,0.385766666666667,,FALSE
"XLOC_001486","FCGR1A",8,0,5,7.89398285706051e-13,7.89398285706051e-13,0.103266666666667,,FALSE
"XLOC_001487","H4C14",5,0,3,0.00810648457982749,0.00810648457982749,0.257933333333333,,FALSE
"XLOC_001493","BOLA1",4,0,0,0.000862971371994059,0.000862971371994059,0.507633333333333,,FALSE
"XLOC_001495","VPS45",30,0,18,0.00541277848807311,0.00541277848807311,0.146666666666667,,FALSE
"XLOC_001496","PLEKHO1",12,0,4,0.44290166453824,0.44290166453824,0.0590666666666667,,FALSE
"XLOC_001501","C1orf54",7,0,5,0.532944282497119,0.532944282497119,0.0444666666666667,,FALSE
"XLOC_001503","MRPS21",3,0,3,0.913031813049276,0.913031813049276,0.101266666666667,,FALSE
"XLOC_001504","PRPF3",23,0,18,3.65023868044073e-07,3.65023868044073e-07,0.136366666666667,,FALSE
"XLOC_001505","RPRD2",4,0,0,0.852312706237475,0.852312706237475,0.1545,,FALSE
"XLOC_001506","TARS2",17,0,9,0.486830320424476,0.486830320424476,0.171,,FALSE
"XLOC_001507","ECM1",13,0,8,0.792439007210672,0.792439007210672,0.0745333333333333,,FALSE
"XLOC_001509","ADAMTSL4",6,0,0,0.534001423251016,0.534001423251016,0.0761,,FALSE
"XLOC_001518","SETDB1",31,0,15,0.40348011411867,0.40348011411867,0.0835666666666667,,FALSE
"XLOC_001521","ANXA9",3,0,1,0.767119967080746,0.767119967080746,0.127,,FALSE
"XLOC_001522","PRUNE1",13,0,9,0.801768515075323,0.801768515075323,0.1114,,FALSE
"XLOC_001526","GABPB2",10,0,5,0.0875566006332104,0.0875566006332104,0.1818,,FALSE
"XLOC_001528","TNFAIP8L2",15,0,10,0.563957550631609,0.563957550631609,0.0868666666666666,,FALSE
"XLOC_001529","PIP5K1A",17,0,2,7.24232352709792e-05,7.24232352709792e-05,0.0706666666666667,,FALSE
"XLOC_001530","PSMD4",24,0,13,0.0749272245213026,0.0749272245213026,0.0195333333333333,,FALSE
"XLOC_001531","ZNF687",7,0,0,0.849099780879459,0.849099780879459,0.0966,,FALSE
"XLOC_001535","PSMB4",13,0,9,0.604327730210137,0.604327730210137,0.0414666666666667,,FALSE
